Symbol,Name,Last,Sector,Industry,Time,"YTD %Chg","10Y %Chg",Beta,"Market Cap",Sales(a),"Net Income(a)","Earnings ttm","Div Yield","52W %Chg"
EL,"Estee Lauder Companies",244.63,"Consumer Staples","Cosmetics & Toiletries",2023-03-29,-1.40%,+275.50%,1,85886400000,17737000000,2390000000,5.23,1.10%,-11.88%
ELV,"Elevance Health Inc",456.17,Medical,"Medical Services",2023-03-29,-11.07%,+592.33%,0.85,108881608000,156595000000,6025000000,29.05,1.29%,-5.90%
EMN,"Eastman Chemical Company",82.58,"Basic Materials","Chemical - Diversified",2023-03-29,+1.40%,+16.99%,1.48,9738340000,10580000000,793000000,7.83,3.87%,-25.12%
EMR,"Emerson Electric Company",84.94,"Industrial Products","Machinery - Electrical",2023-03-29,-11.58%,+49.81%,1.39,47826180000,19629000000,3231000000,4.98,2.49%,-13.52%
ENPH,"Enphase Energy Inc",203.95,Oils-Energy,Solar,2023-03-29,-23.03%,"+3,021.29%",1.49,26414900000,2330850000,397360000,3.14,0.00%,+4.31%
EOG,"Eog Resources",112.68,Oils-Energy,"Oil - US Exploration & Product",2023-03-29,-13.00%,+72.42%,1.52,64890608000,25702000000,7759000000,13.75,2.99%,-6.77%
EPAM,"Epam Systems Inc",285.76,"Computers and Technology","IT Services",2023-03-29,-12.81%,"+1,118.25%",1.57,16322875000,4824700000,419420000,9.96,0.00%,+3.84%
EQIX,"Equinix Inc",694.51,Finance,"REIT - Equity Trust Retail",2023-03-29,+6.03%,+215.77%,0.61,63376104000,7263110000,704350000,7.68,2.00%,-4.98%
EQR,"Equity Residential",57.58,Finance,"REIT - Equity Trust Resident",2023-03-29,-2.41%,+1.56%,0.8,21171480000,2735180000,776910000,2.06,4.74%,-36.08%
EQT,"Eqt Corp",31.45,Oils-Energy,"Oil - US Exploration & Product",2023-03-29,-7.04%,-16.32%,1.18,11135124000,7497690000,1770970000,3.1,1.94%,-9.89%
ES,"Eversource Energy",77.55,Utilities,"Utility - Electric Power",2023-03-29,-7.50%,+75.29%,0.45,26547436000,12289340000,1404880000,4.09,3.54%,-10.89%
ESS,"Essex Property Trust",204.31,Finance,"REIT - Equity Trust Resident",2023-03-29,-3.59%,+32.99%,0.74,12909559000,1606810000,408320000,6.28,4.39%,-40.76%
ETN,"Eaton Corp",167.63,"Industrial Products","Machinery - Electrical",2023-03-29,+6.80%,+170.35%,1.13,65989764000,20752000000,2461000000,7.57,2.08%,+8.70%
ETR,"Entergy Corp",106.16,Utilities,"Utility - Electric Power",2023-03-29,-5.64%,+66.16%,0.63,22213492000,13764240000,1097140000,6.45,4.07%,-7.96%
ETSY,"Etsy Inc",107.67,"Computers and Technology","Internet - Services",2023-03-29,-10.11%,N/A,1.99,13095624000,2566110000,-694290000,2.46,0.00%,-22.28%
EVRG,"Evergy Inc",60.13,Oils-Energy,"Oil - Production & Pipeline",2023-03-29,-4.45%,+78.54%,0.48,13600496000,5859100000,752700000,3.75,4.14%,-10.21%
EW,"Edwards Lifesciences Corp",81.64,Medical,"Medical Instruments",2023-03-29,+9.42%,+487.80%,1.01,48784984000,5382400000,1521900000,2.48,0.00%,-28.47%
EXC,"Exelon Corp",41.15,Utilities,"Utility - Electric Power",2023-03-29,-4.81%,+65.74%,0.6,40580264000,19078000000,2170000000,2.26,3.53%,-10.58%
EXPD,"Expeditors Intl",105.59,Transportation,"Transportation - Services",2023-03-29,+1.61%,+193.59%,1,16202434000,17071280000,1357400000,8.24,1.28%,+0.56%
EXPE,"Expedia Group Inc",95.03,Retail-Wholesale,"Internet Commerce",2023-03-29,+8.48%,+55.04%,1.6,14267499000,11667000000,352000000,4.91,0.00%,-50.81%
EXR,"Extra Space Storage Inc",155.66,Finance,"REIT - Equity Trust Other",2023-03-29,+5.76%,+284.87%,0.54,20401632000,1924170000,860690000,6.41,4.29%,-22.41%
F,"Ford Motor Company",12.05,Auto-Tires-Trucks,"Auto - Domestic",2023-03-29,+3.61%,-11.79%,1.53,46239712000,158057000000,-1981000000,1.87,5.17%,-27.71%
FANG,"Diamondback Energy",132.79,Oils-Energy,"Oil - US Exploration & Product",2023-03-29,-2.92%,+387.00%,2.03,23997050000,9643000000,4386000000,24.04,2.45%,-5.62%
FAST,"Fastenal Company",52.97,Retail-Wholesale,"Building Prds Retail - Wsale",2023-03-29,+11.94%,+105.07%,1.19,30049678000,6980600000,1086900000,1.9,2.66%,-9.39%
FCX,"Freeport-Mcmoran Inc",39.44,"Basic Materials","Mining - Non Ferrous",2023-03-29,+3.79%,+15.92%,2.02,54895724000,22780000000,3468000000,2.43,0.78%,-21.54%
FDS,"Factset Research Systems Inc",407.63,"Business Services","Business Information",2023-03-29,+1.60%,+333.55%,0.84,15357028000,1843890000,396920000,14.68,0.89%,-5.50%
FDX,"Fedex Corp",223.65,Transportation,"Transportation - Air Freight",2023-03-29,+29.13%,+124.48%,1.31,55408036000,93512000000,3826000000,16.9,2.09%,-2.78%
FE,"Firstenergy Corp",39.29,Utilities,"Utility - Electric Power",2023-03-29,-6.32%,-8.48%,0.43,22100100000,12459000000,406000000,2.42,4.04%,-12.86%
FFIV,"F5 Inc",141.95,"Computers and Technology","Internet - Software",2023-03-29,-1.09%,+56.99%,1.09,8407921000,2695850000,322160000,6.53,0.00%,-33.10%
FICO,"Fair Isaac and Company",698.13,"Computers and Technology","IT Services",2023-03-29,+16.63%,"+1,387.24%",1.27,17093326000,1377270000,373540000,14.34,0.00%,+50.98%
FIS,"Fidelity National Information Services",51.47,"Business Services","Financial Transaction Services",2023-03-29,-24.14%,+27.84%,0.84,29981508000,14528000000,-16720000000,6.65,4.11%,-47.29%
FISV,"Fiserv Inc",111.84,"Business Services","Financial Transaction Services",2023-03-29,+10.66%,+406.62%,0.86,69897856000,17737000000,2530000000,6.5,0.00%,+11.02%
FITB,"Fifth Third Bancorp",27.03,Finance,"Banks - Major Regional",2023-03-29,-17.62%,+61.50%,1.21,17938962000,9353000000,2446000000,3.45,5.01%,-40.98%
FLT,"Fleetcor Technologies",207.43,"Business Services","Financial Transaction Services",2023-03-29,+12.93%,+163.78%,1.2,14863020000,3427130000,954330000,14.91,0.00%,-14.64%
FMC,"FMC Corp",120.97,"Basic Materials","Chemical - Diversified",2023-03-29,-3.07%,+109.10%,0.84,14923182000,5802300000,731500000,7.41,1.95%,-11.02%
FOX,"Fox Corp Cl B",30.52,"Consumer Discretionary","Broadcast - Radio & TV",2023-03-29,+7.28%,N/A,0.91,16106352000,13974000000,1205000000,3.24,1.66%,-18.11%
FOXA,"Fox Corp Cl A",33.17,"Consumer Discretionary","Broadcast - Radio & TV",2023-03-29,+9.22%,N/A,0.86,17512250000,13974000000,1205000000,3.24,1.53%,-18.10%
FRC,"First Republic Bank",14.26,Finance,"Banks - West",2023-03-29,-88.30%,-65.04%,1.15,2425235000,6753000000,1665000000,8.25,8.00%,-91.45%
FRT,"Federal Realty Investment Trust",93.83,Finance,"REIT - Equity Trust Retail",2023-03-29,-7.14%,-14.05%,1.2,7554439000,1074380000,385490000,4.67,4.65%,-21.34%
FSLR,"First Solar Inc",215.35,Oils-Energy,Solar,2023-03-29,+43.77%,+678.97%,1.36,22388956000,2619320000,-44170000,-0.42,0.00%,+156.09%
FTNT,"Fortinet Inc",64.81,"Computers and Technology",Security,2023-03-29,+32.56%,"+1,257.05%",1.14,50391920000,4417400000,857300000,1.01,0.00%,-4.28%
FTV,"Fortive Corp",67.27,"Computers and Technology","Electronic Test Equipment",2023-03-29,+4.70%,N/A,1.13,23406498000,5825700000,755200000,3.15,0.42%,+8.36%
GD,"General Dynamics Corp",226.8,Aerospace,"Aerospace - Defense",2023-03-29,-8.59%,+219.81%,0.84,61948004000,39407000000,3390000000,12.2,2.24%,-5.85%
GE,"General Electric Company",94.06,Conglomerates,"Conglomerates - Div Operations",2023-03-29,+44.53%,-35.17%,1.25,101548952000,76555000000,225000000,2.61,0.34%,+31.63%
GEHC,"Ge Healthcare Technologies Inc",79.24,Medical,"Medical Information Systems",2023-03-29,+35.73%,N/A,N/A,34906912000,18341000000,1916000000,1.31,0.00%,N/A
GEN,"Gen Digital Inc",16.64,"Business Services","Technology Services",2023-03-29,-22.35%,-32.33%,0.84,10673455000,2796000000,836000000,1.69,2.99%,-40.95%
GILD,"Gilead Sciences Inc",81.29,Medical,"Medical - Biomedical",2023-03-29,-5.31%,+65.45%,0.38,101116640000,27281000000,4592000000,7.27,3.71%,+37.36%
GIS,"General Mills",85.03,"Consumer Staples","Food - Misc & Diversified",2023-03-29,+1.41%,+71.91%,0.28,49789996000,18992800000,2707300000,4.3,2.55%,+27.18%
GL,"Globe Life Inc",109.24,Finance,"Finance - Misc Services",2023-03-29,-9.38%,+172.86%,0.8,10499555000,5214910000,739700000,8.16,0.76%,+7.07%
GLW,"Corning Inc",34.36,"Computers and Technology","Communications Components",2023-03-29,+7.58%,+151.69%,1.07,28424632000,14189000000,1316000000,2.09,3.34%,-9.46%
